구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기말,전기말,전전기말
entity00105271_udf_BS_201851183314632_NoncurrentAssets      장기기타채권,      기타채권,1-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,entity00105271_udf_BS_201851183314632_NoncurrentAssets,      장기기타채권,"69,444,908,885","59,286,346,416",
ifrs_OtherNoncurrentFinancialAssets      기타비유동금융자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_OtherNoncurrentFinancialAssets,      기타비유동금융자산,"3,179,862,234,300","3,302,745,714,518",
ifrs_InvestmentAccountedForUsingEquityMethod      지분법적용 투자지분,      지분법적용투자지분,1-3-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_InvestmentAccountedForUsingEquityMethod,      지분법적용 투자지분,"159,032,706,693","256,523,241,448",
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,737,010,386,751","2,765,813,939,775",
ifrs_IntangibleAssetsOtherThanGoodwill      무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      무형자산,"12,132,094,914","12,803,303,976",
dart_GoodwillGross      영업권,      영업권,1-3-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_GoodwillGross,      영업권,"17,840,583,561","17,657,267,165",
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"659,580,532,700","647,909,714,263",
ifrs_DeferredTaxAssets      이연법인세자산,      이연법인세자산,1-3-12,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"635,471,740","677,015,650",
entity00105271_udf_BS_201851185947315_NoncurrentAssets      순확정급여자산,      순확정급여자산,1-3-13,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,entity00105271_udf_BS_201851185947315_NoncurrentAssets,      순확정급여자산,"1,344,557,505","25,129,698,327",
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_Assets,   자산총계,"9,360,725,173,992","9,543,776,838,218",
ifrs_LiabilitiesAbstract부채 [abstract],부채,2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_LiabilitiesAbstract,부채 [abstract],,,
ifrs_CurrentLiabilities   유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_CurrentLiabilities,   유동부채,"1,696,367,483,104","2,603,527,421,142",
dart_ShortTermTradePayables      매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_ShortTermTradePayables,      매입채무,"293,539,171,113","306,820,882,604",
ifrs_ShorttermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_ShorttermBorrowings,      단기차입금,"768,254,609,948","1,248,242,728,617",
ifrs_CurrentPortionOfLongtermBorrowings      유동성장기차입금,      유동성장기차입금,2-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_CurrentPortionOfLongtermBorrowings,      유동성장기차입금,"201,822,783,760","309,641,912,610",
dart_CurrentPortionOfBonds      유동성사채,      유동성사채,2-1-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_CurrentPortionOfBonds,      유동성사채,,"380,724,009,307",
ifrs_TradeAndOtherCurrentPayables      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      기타부채,"283,133,509,378","325,211,017,049",
ifrs_OtherCurrentFinancialLiabilities      기타유동금융부채,      기타유동금융부채,2-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_OtherCurrentFinancialLiabilities,      기타유동금융부채,,"23,847,411,791",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"149,617,408,905","9,039,459,164",
ifrs_NoncurrentLiabilities   비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_NoncurrentLiabilities,   비유동부채,"1,541,096,237,612","1,073,992,618,684",
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"112,282,584,577","110,174,920,250",
dart_BondsIssued      비유동사채,      비유동사채,2-3-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_BondsIssued,      비유동사채,"698,679,983,411","199,822,437,293",
dart_LongTermTradeAndOtherNonCurrentPayables      기타부채,      기타부채,2-3-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,      기타부채,"191,290,471,291","190,294,242,915",
ifrs_OtherNoncurrentFinancialLiabilities      기타비유동금융부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_OtherNoncurrentFinancialLiabilities,      기타비유동금융부채,"6,357,364,051","7,216,226,273",
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"12,406,850,339","13,024,871,635",
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"520,078,983,943","553,459,920,318",
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_Liabilities,   부채총계,"3,237,463,720,716","3,677,520,039,826",
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
ifrs_EquityAttributableToOwnersOfParent   지배기업의 소유주에게 귀속되는 자본,   지배기업소유지분,3-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_EquityAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 자본,"6,112,147,558,505","5,855,213,221,594",
ifrs_IssuedCapital      자본금,      자본금,3-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_IssuedCapital,      자본금,"56,434,870,000","56,434,870,000",
dart_CapitalSurplus      자본잉여금,      자본잉여금,3-1-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_CapitalSurplus,      자본잉여금,"467,587,720,184","467,587,720,184",
dart_OtherCapitalAdjustments      자본조정,      자본조정,3-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_OtherCapitalAdjustments,      자본조정,"-122,873,033,196","-122,873,033,196",
dart_OtherComprehensiveIncomeLossAccumulatedAmount      기타포괄손익누계액,      기타포괄손익누계액,3-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,      기타포괄손익누계액,"-120,069,803,559","-103,188,190,672",
ifrs_RetainedEarnings      이익잉여금,      이익잉여금,3-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_RetainedEarnings,      이익잉여금,"5,831,067,805,076","5,557,251,855,278",
ifrs_NoncontrollingInterests   비지배지분,   비지배지분,3-2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_NoncontrollingInterests,   비지배지분,"11,113,894,771","11,043,576,798",
ifrs_Equity   자본총계,   자본총계,3-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_Equity,   자본총계,"6,123,261,453,276","5,866,256,798,392",
ifrs_EquityAndLiabilities자본과부채총계,부채및자본총계,4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-09-30,3분기보고서,KRW,ifrs_EquityAndLiabilities,자본과부채총계,"9,360,725,173,992","9,543,776,838,218",
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
ifrs_AssetsAbstract자산 [abstract],자산,1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,
ifrs_CurrentAssets   유동자산,   유동자산,1-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_CurrentAssets,   유동자산,"2,645,608,937,749","2,452,254,425,449","2,288,828,081,429"
ifrs_CashAndCashEquivalents      현금및현금성자산,      현금및현금성자산,1-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"337,235,223,877","380,048,384,854","588,312,155,425"
dart_ShortTermDepositsNotClassifiedAsCashEquivalents      단기금융상품,      단기금융상품,1-1-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,      단기금융상품,"800,311,047,566","443,348,282,559","211,733,105,726"
dart_ShortTermTradeReceivable      매출채권,      매출채권,1-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_ShortTermTradeReceivable,      매출채권,"838,156,901,581","1,016,603,323,142","910,089,113,406"
entity00105271_udf_BS_20185118286876_CurrentAssets      기타채권,      기타채권,1-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,entity00105271_udf_BS_20185118286876_CurrentAssets,      기타채권,"44,109,879,972","32,816,107,082","26,814,542,643"
dart_ShortTermAdvancePayments      선급금,      선급금,1-1-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_ShortTermAdvancePayments,      선급금,"27,588,804,722","22,207,410,963","17,401,310,063"
dart_ShortTermPrepaidExpenses      선급비용,      선급비용,1-1-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_ShortTermPrepaidExpenses,      선급비용,"4,537,384,457","7,401,548,768","7,345,497,727"
ifrs_OtherCurrentFinancialAssets      기타유동금융자산,      기타유동금융자산,1-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialAssets,      기타유동금융자산,"1,099,991,128","334,648,875","1,470,078,050"
ifrs_Inventories      재고자산,      재고자산,1-1-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_Inventories,      재고자산,"592,569,704,446","549,494,719,206","525,662,278,389"
ifrs_NoncurrentAssets   비유동자산,   비유동자산,1-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_NoncurrentAssets,   비유동자산,"6,319,809,481,608","7,091,522,412,769","6,873,540,350,352"
dart_LongTermTradeReceivablesGross      장기매출채권,      장기매출채권,1-3-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_LongTermTradeReceivablesGross,      장기매출채권,"2,428,184,828","2,976,171,231","3,398,782,951"
entity00105271_udf_BS_201851183314632_NoncurrentAssets      장기기타채권,      기타채권,1-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,entity00105271_udf_BS_201851183314632_NoncurrentAssets,      장기기타채권,"70,347,617,321","59,286,346,416","88,217,380,257"
ifrs_OtherNoncurrentFinancialAssets      기타비유동금융자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialAssets,      기타비유동금융자산,"2,664,464,268,671","3,302,745,714,518","3,176,999,894,745"
ifrs_InvestmentAccountedForUsingEquityMethod      지분법적용 투자지분,      지분법적용투자지분,1-3-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_InvestmentAccountedForUsingEquityMethod,      지분법적용 투자지분,"158,514,133,739","256,523,241,448","321,257,551,913"
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,729,899,003,762","2,765,813,939,775","2,572,475,938,787"
ifrs_IntangibleAssetsOtherThanGoodwill      무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      무형자산,"13,216,359,832","12,803,303,976","18,140,598,637"
dart_GoodwillGross      영업권,      영업권,1-3-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_GoodwillGross,      영업권,"17,425,741,330","17,657,267,165","21,920,379,735"
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"645,143,635,998","647,909,714,263","660,135,919,857"
ifrs_DeferredTaxAssets      이연법인세자산,      이연법인세자산,1-3-12,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"703,869,692","677,015,650","837,063,138"
entity00105271_udf_BS_201851185947315_NoncurrentAssets      순확정급여자산,      순확정급여자산,1-3-13,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,entity00105271_udf_BS_201851185947315_NoncurrentAssets,      순확정급여자산,"17,666,666,435","25,129,698,327","10,156,840,332"
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_Assets,   자산총계,"8,965,418,419,357","9,543,776,838,218","9,162,368,431,781"
ifrs_LiabilitiesAbstract부채 [abstract],부채,2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채 [abstract],,,
ifrs_CurrentLiabilities   유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_CurrentLiabilities,   유동부채,"1,422,168,944,016","2,603,527,421,142","1,677,502,637,380"
dart_ShortTermTradePayables      매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_ShortTermTradePayables,      매입채무,"268,390,899,279","306,820,882,604","261,375,048,418"
ifrs_ShorttermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_ShorttermBorrowings,      단기차입금,"564,361,597,681","1,248,242,728,617","963,184,672,740"
ifrs_CurrentPortionOfLongtermBorrowings      유동성장기차입금,      유동성장기차입금,2-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_CurrentPortionOfLongtermBorrowings,      유동성장기차입금,"101,830,365,280","309,641,912,610","100,868,042,820"
dart_CurrentPortionOfBonds      유동성사채,      유동성사채,2-1-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_CurrentPortionOfBonds,      유동성사채,,"380,724,009,307",
ifrs_TradeAndOtherCurrentPayables      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      기타부채,"340,228,168,898","325,211,017,049","306,425,385,817"
ifrs_OtherCurrentFinancialLiabilities      기타유동금융부채,      기타유동금융부채,2-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialLiabilities,      기타유동금융부채,,"23,847,411,791","56,722,623"
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"147,357,912,878","9,039,459,164","45,592,764,962"
ifrs_NoncurrentLiabilities   비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_NoncurrentLiabilities,   비유동부채,"1,801,902,840,095","1,073,992,618,684","1,517,940,362,098"
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"111,755,154,122","110,174,920,250","333,635,207,860"
dart_BondsIssued      비유동사채,      비유동사채,2-3-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_BondsIssued,      비유동사채,"1,097,730,884,242","199,822,437,293","602,817,684,495"
dart_LongTermTradeAndOtherNonCurrentPayables      기타부채,      기타부채,2-3-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,      기타부채,"195,738,294,470","190,294,242,915","31,667,796,683"
ifrs_OtherNoncurrentFinancialLiabilities      기타비유동금융부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialLiabilities,      기타비유동금융부채,"4,288,904,215","7,216,226,273","265,142,331"
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"12,177,265,910","13,024,871,635","12,590,041,018"
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"380,212,337,136","553,459,920,318","536,964,489,711"
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_Liabilities,   부채총계,"3,224,071,784,111","3,677,520,039,826","3,195,442,999,478"
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
ifrs_EquityAttributableToOwnersOfParent   지배기업의 소유주에게 귀속되는 자본,   지배기업소유지분,3-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_EquityAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 자본,"5,729,987,418,200","5,855,213,221,594","5,955,955,458,208"
ifrs_IssuedCapital      자본금,      자본금,3-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_IssuedCapital,      자본금,"56,434,870,000","56,434,870,000","56,434,870,000"
dart_CapitalSurplus      자본잉여금,      자본잉여금,3-1-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_CapitalSurplus,      자본잉여금,"467,587,720,184","467,587,720,184","467,587,720,184"
dart_OtherCapitalAdjustments      자본조정,      자본조정,3-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_OtherCapitalAdjustments,      자본조정,"-122,873,033,196","-122,873,033,196","-122,873,033,196"
dart_OtherComprehensiveIncomeLossAccumulatedAmount      기타포괄손익누계액,      기타포괄손익누계액,3-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,      기타포괄손익누계액,"-115,835,873,935","-103,188,190,672","1,114,777,786,566"
ifrs_RetainedEarnings      이익잉여금,      이익잉여금,3-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_RetainedEarnings,      이익잉여금,"5,444,673,735,147","5,557,251,855,278","4,440,028,114,654"
ifrs_NoncontrollingInterests   비지배지분,   비지배지분,3-2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-12-31,사업보고서,KRW,ifrs_NoncontrollingInterests,   비지배지분,"11,359,217,046","11,043,576,798","10,969,974,095"
