구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기말,전기말,전전기말
ifrs_TradeAndOtherCurrentPayables      매입채무 및 기타유동채무,      매입채무 및 기타유동채무,2-1-02,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      매입채무 및 기타유동채무,"554,920,440,789","516,388,298,939","457,713,667,666"
ifrs_ShorttermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_ShorttermBorrowings,      단기차입금,"1,557,884,641,227","1,064,052,715,560","815,590,220,077"
dart_CurrentPortionOfBonds      유동성사채,      유동성사채,2-1-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_CurrentPortionOfBonds,      유동성사채,"380,724,009,307",,
dart_CurrentDerivativeLiabilities      유동파생상품부채,      유동파생상품부채,2-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_CurrentDerivativeLiabilities,      유동파생상품부채,"23,847,411,791","56,722,623",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"6,628,396,163","43,902,291,106","61,655,181,925"
ifrs_NoncurrentLiabilities   비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_NoncurrentLiabilities,   비유동부채,"973,991,821,340","1,428,327,570,087","1,340,138,635,120"
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"309,997,357,543","936,452,892,355","829,388,444,651"
dart_LongTermTradeAndOtherNonCurrentPayables      장기매입채무 및 기타비유동채무,      기타부채,2-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,      장기매입채무 및 기타비유동채무,"190,279,607,156","31,657,960,663","30,028,401,004"
dart_NonCurrentDerivativeLiabilities      비유동파생상품부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_NonCurrentDerivativeLiabilities,      비유동파생상품부채,"7,216,226,273","265,142,331","184,635,634"
dart_PostemploymentBenefitObligations      퇴직급여부채,      순확정급여부채,2-3-05,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_PostemploymentBenefitObligations,      퇴직급여부채,,,"26,286,329,346"
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"13,024,871,635","12,590,041,018","9,191,676,012"
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"453,473,758,733","447,361,533,720","445,059,148,473"
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_Liabilities,   부채총계,"3,497,996,720,617","3,052,727,598,315","2,675,097,704,788"
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
ifrs_IssuedCapital   자본금,   자본금,3-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_IssuedCapital,   자본금,"56,434,870,000","56,434,870,000","56,434,870,000"
dart_CapitalSurplus   자본잉여금,   자본잉여금,3-2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_CapitalSurplus,   자본잉여금,"525,943,735,426","525,943,735,426","525,943,735,426"
dart_ElementsOfOtherStockholdersEquity   기타자본구성요소,   자본조정,3-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,   기타자본구성요소,"-122,873,033,196","-122,873,033,196","-122,873,033,196"
dart_OtherComprehensiveIncomeLossAccumulatedAmount   기타포괄손익누계액,   기타포괄손익누계액,3-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,   기타포괄손익누계액,,"1,154,087,484,633","1,120,560,546,018"
ifrs_RetainedEarnings   이익잉여금(결손금),   이익잉여금,3-5,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_RetainedEarnings,   이익잉여금(결손금),"5,249,833,436,649","4,195,084,981,457","4,135,914,498,554"
ifrs_Equity   자본총계,   자본총계,3-6,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_Equity,   자본총계,"5,709,339,008,879","5,808,678,038,320","5,715,980,616,802"
ifrs_EquityAndLiabilities자본과부채총계,부채및자본총계,4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-12-31,사업보고서,KRW,ifrs_EquityAndLiabilities,자본과부채총계,"9,207,335,729,496","8,861,405,636,635","8,391,078,321,590"
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기말,전기말,전전기말
ifrs_AssetsAbstract자산 [abstract],자산,1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,
ifrs_CurrentAssets   유동자산,   유동자산,1-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_CurrentAssets,   유동자산,"2,159,547,814,631","1,994,907,301,609",
ifrs_CashAndCashEquivalents      현금및현금성자산,      현금및현금성자산,1-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"389,014,195,337","347,248,235,337",
dart_ShortTermDepositsNotClassifiedAsCashEquivalents      단기금융상품,      단기금융상품,1-1-02,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,      단기금융상품,"483,921,000,000","364,997,600,000",
dart_ShortTermTradeReceivable      매출채권,      매출채권,1-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_ShortTermTradeReceivable,      매출채권,"753,570,262,971","789,876,600,447",
entity00105271_udf_BS_2018515115727794_CurrentAssets      기타채권,      기타채권,1-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2018515115727794_CurrentAssets,      기타채권,"62,825,015,418","34,944,543,465",
dart_ShortTermAdvancePayments      단기선급금,      선급금,1-1-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_ShortTermAdvancePayments,      단기선급금,"13,460,123,755","16,826,197,873",
dart_ShortTermPrepaidExpenses      단기선급비용,      선급비용,1-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_ShortTermPrepaidExpenses,      단기선급비용,"3,710,474,446","6,140,336,769",
dart_CurrentDerivativeAsset      유동파생상품자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_CurrentDerivativeAsset,      유동파생상품자산,"59,231,979","217,548,657",
dart_CurrentFinancialAssetsHeldToMaturity      유동만기보유금융자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_CurrentFinancialAssetsHeldToMaturity,      유동만기보유금융자산,"98,919,531","117,100,218",
ifrs_Inventories      재고자산,      재고자산,1-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_Inventories,      재고자산,"452,888,591,194","434,539,138,843",
ifrs_NoncurrentAssets   비유동자산,   비유동자산,1-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_NoncurrentAssets,   비유동자산,"7,683,964,108,286","7,212,428,427,887",
dart_LongTermTradeReceivablesGross      장기매출채권,      장기매출채권,1-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_LongTermTradeReceivablesGross,      장기매출채권,"2,442,257,792","2,955,827,639",
entity00105271_udf_BS_2018515131349378_NoncurrentAssets      기타채권,      기타채권,1-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2018515131349378_NoncurrentAssets,      기타채권,"110,756,437,391","108,200,055,262",
dart_NonCurrentAvailableForSaleFinancialAssets      비유동매도가능금융자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_NonCurrentAvailableForSaleFinancialAssets,      비유동매도가능금융자산,"3,751,952,845,224","3,277,956,203,059",
dart_NonCurrentFinancialAssetsHeldToMaturity      비유동만기보유금융자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_NonCurrentFinancialAssetsHeldToMaturity,      비유동만기보유금융자산,"7,933,072,428","7,930,895,968",
entity00105271_udf_BS_2018515132240554_NoncurrentAssets      관계기업 및 공동기업투자,      관계기업 및 공동기업투자,1-3-05,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2018515132240554_NoncurrentAssets,      관계기업 및 공동기업투자,"210,721,100,292","211,087,456,749",
ifrs_InvestmentsInSubsidiaries      종속기업투자,      종속기업투자,1-3-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_InvestmentsInSubsidiaries,      종속기업투자,"425,203,940,076","425,203,940,076",
dart_NonCurrentDerivativeAssets      비유동파생상품자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_NonCurrentDerivativeAssets,      비유동파생상품자산,"11,683,568,233","16,858,615,491",
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,633,568,634,708","2,624,279,314,566",
ifrs_IntangibleAssetsOtherThanGoodwill      무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      무형자산,"11,065,665,060","11,282,067,690",
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"501,361,452,831","501,544,353,060",
entity00105271_udf_BS_2017118184658927_NoncurrentAssets      퇴직급여자산,      순확정급여자산,1-3-11,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2017118184658927_NoncurrentAssets,      퇴직급여자산,"17,275,134,251","25,129,698,327",
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_Assets,   자산총계,"9,843,511,922,917","9,207,335,729,496",
ifrs_LiabilitiesAbstract부채 [abstract],부채,2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_LiabilitiesAbstract,부채 [abstract],,,
ifrs_CurrentLiabilities   유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_CurrentLiabilities,   유동부채,"2,279,751,629,768","2,524,004,899,277",
dart_ShortTermTradePayables      단기매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_ShortTermTradePayables,      단기매입채무,"235,502,762,576","251,114,494,259",
ifrs_ShorttermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_ShorttermBorrowings,      단기차입금,"951,594,258,682","1,248,242,728,617",
ifrs_CurrentPortionOfLongtermBorrowings      유동성장기차입금,      유동성장기차입금,2-1-05,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_CurrentPortionOfLongtermBorrowings,      유동성장기차입금,"309,248,295,140","309,641,912,610",
dart_CurrentPortionOfBonds      유동성사채,      유동성사채,2-1-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_CurrentPortionOfBonds,      유동성사채,"380,067,877,655","380,724,009,307",
entity00105271_udf_BS_20185151328793_CurrentLiabilities      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_20185151328793_CurrentLiabilities,      기타부채,"340,371,742,846","303,805,946,530",
dart_CurrentDerivativeLiabilities      유동파생상품부채,      유동파생상품부채,2-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_CurrentDerivativeLiabilities,      유동파생상품부채,"25,116,588,344","23,847,411,791",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"37,850,104,525","6,628,396,163",
ifrs_NoncurrentLiabilities   비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_NoncurrentLiabilities,   비유동부채,"1,564,107,147,512","973,991,821,340",
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"109,750,966,800","110,174,920,250",
entity00105271_udf_BS_2018515133336932_NoncurrentLiabilities      비유동사채,      비유동사채,2-3-02,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2018515133336932_NoncurrentLiabilities,      비유동사채,"698,473,566,083","199,822,437,293",
entity00105271_udf_BS_2018515133023447_NoncurrentLiabilities      기타부채,      기타부채,2-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,entity00105271_udf_BS_2018515133023447_NoncurrentLiabilities,      기타부채,"190,880,392,483","190,279,607,156",
dart_NonCurrentDerivativeLiabilities      비유동파생상품부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_NonCurrentDerivativeLiabilities,      비유동파생상품부채,"2,841,086,701","7,216,226,273",
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"13,460,961,592","13,024,871,635",
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"548,700,173,853","453,473,758,733",
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_Liabilities,   부채총계,"3,843,858,777,280","3,497,996,720,617",
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
ifrs_IssuedCapital   자본금,   자본금,3-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_IssuedCapital,   자본금,"56,434,870,000","56,434,870,000",
dart_CapitalSurplus   자본잉여금,   자본잉여금,3-2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_CapitalSurplus,   자본잉여금,"525,943,735,426","525,943,735,426",
dart_OtherCapitalAdjustments   자본조정,   자본조정,3-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_OtherCapitalAdjustments,   자본조정,"-122,873,033,196","-122,873,033,196",
dart_OtherComprehensiveIncomeLossAccumulatedAmount   기타포괄손익누계액,   기타포괄손익누계액,3-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,   기타포괄손익누계액,,,
ifrs_RetainedEarnings   이익잉여금(결손금),   이익잉여금,3-5,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_RetainedEarnings,   이익잉여금(결손금),"5,540,147,573,407","5,249,833,436,649",
ifrs_Equity   자본총계,   자본총계,3-6,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_Equity,   자본총계,"5,999,653,145,637","5,709,339,008,879",
ifrs_EquityAndLiabilities자본과부채총계,부채및자본총계,4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-03-31,1분기보고서,KRW,ifrs_EquityAndLiabilities,자본과부채총계,"9,843,511,922,917","9,207,335,729,496",
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기말,전기말,전전기말
ifrs_AssetsAbstract자산 [abstract],자산,1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,
ifrs_CurrentAssets   유동자산,   유동자산,1-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_CurrentAssets,   유동자산,"2,046,547,951,839","1,994,907,301,609",
ifrs_CashAndCashEquivalents      현금및현금성자산,      현금및현금성자산,1-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"492,734,224,864","347,248,235,337",
dart_ShortTermDepositsNotClassifiedAsCashEquivalents      단기금융상품,      단기금융상품,1-1-02,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,      단기금융상품,"243,651,000,000","364,997,600,000",
dart_ShortTermTradeReceivable      매출채권,      매출채권,1-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,dart_ShortTermTradeReceivable,      매출채권,"800,672,703,705","789,876,600,447",
entity00105271_udf_BS_2018798417899_CurrentAssets      기타채권,      기타채권,1-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,entity00105271_udf_BS_2018798417899_CurrentAssets,      기타채권,"25,385,955,735","34,944,543,465",
dart_ShortTermAdvancePayments      선급금,      선급금,1-1-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,dart_ShortTermAdvancePayments,      선급금,"11,431,759,648","16,826,197,873",
dart_ShortTermPrepaidExpenses      선급비용,      선급비용,1-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,dart_ShortTermPrepaidExpenses,      선급비용,"5,699,893,671","6,140,336,769",
ifrs_OtherCurrentFinancialAssets      기타유동금융자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_OtherCurrentFinancialAssets,      기타유동금융자산,"328,184,071","334,648,875",
ifrs_Inventories      재고자산,      재고자산,1-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_Inventories,      재고자산,"466,644,230,145","434,539,138,843",
ifrs_NoncurrentAssets   비유동자산,   비유동자산,1-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_NoncurrentAssets,   비유동자산,"6,665,955,897,815","7,212,428,427,887",
dart_LongTermTradeReceivablesGross      장기매출채권,      장기매출채권,1-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,dart_LongTermTradeReceivablesGross,      장기매출채권,"1,695,671,429","2,955,827,639",
entity00105271_udf_BS_20187984221174_NoncurrentAssets      장기기타채권,      기타채권,1-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,entity00105271_udf_BS_20187984221174_NoncurrentAssets,      장기기타채권,"112,658,871,594","108,200,055,262",
ifrs_OtherNoncurrentFinancialAssets      기타비유동금융자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2018-06-30,반기보고서,KRW,ifrs_OtherNoncurrentFinancialAssets,      기타비유동금융자산,"2,853,526,030,484","3,302,745,714,518",
