기준일,연도,분기,기간표준,사업부,재무계정,상세항목,수치,단위,search_tag,search_text,fact_text,수치표시
2025-06-30,2025,Q2,2025 Q2,도료,영업이익,영업이익률(%),12,%,2025Q2|도료|영업이익|영업이익률(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 도료 영업이익 | 사업부 | 부문정보 | 도료 | 영업이익 | 영업이익률(%) | 도료사업부 | paint | operating profit | operating income | 영업이익률 | operating margin | op margin | %,2025년 2분기 사업부 부문정보 기준 도료의 영업이익률(%)은 12%이며 기준일은 2025-06-30입니다.,12.0
2025-06-30,2025,Q2,2025 Q2,실리콘,매출액,매출액,796788,백만원,2025Q2|실리콘|매출액|매출액|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 실리콘 매출액 | 사업부 | 부문정보 | 실리콘 | 매출액 | 실리콘사업부 | silicone | 매출 | sales | revenue | 백만원,2025년 2분기 사업부 부문정보 기준 실리콘의 매출액은 796788백만원이며 기준일은 2025-06-30입니다.,796788.0
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,QoQ(%),99,%,2025Q2|실리콘|영업이익|QoQ(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 실리콘 영업이익 | 사업부 | 부문정보 | 실리콘 | 영업이익 | QoQ(%) | 실리콘사업부 | silicone | 전분기대비 | qoq | quarter on quarter | %,2025년 2분기 사업부 부문정보 기준 실리콘의 QoQ(%)은 99%이며 기준일은 2025-06-30입니다.,99.0
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,YoY(%),122,%,2025Q2|실리콘|영업이익|YoY(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 실리콘 영업이익 | 사업부 | 부문정보 | 실리콘 | 영업이익 | YoY(%) | 실리콘사업부 | silicone | 전년동기대비 | yoy | year on year | %,2025년 2분기 사업부 부문정보 기준 실리콘의 YoY(%)은 122%이며 기준일은 2025-06-30입니다.,122.0
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,영업이익,40893,백만원,2025Q2|실리콘|영업이익|영업이익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 실리콘 영업이익 | 사업부 | 부문정보 | 실리콘 | 영업이익 | 실리콘사업부 | silicone | operating profit | operating income | 영업이익률 | operating margin | op margin | 백만원,2025년 2분기 사업부 부문정보 기준 실리콘의 영업이익은 40893백만원이며 기준일은 2025-06-30입니다.,40893.0
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,영업이익률(%),5,%,2025Q2|실리콘|영업이익|영업이익률(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 실리콘 영업이익 | 사업부 | 부문정보 | 실리콘 | 영업이익 | 영업이익률(%) | 실리콘사업부 | silicone | operating profit | operating income | 영업이익률 | operating margin | op margin | %,2025년 2분기 사업부 부문정보 기준 실리콘의 영업이익률(%)은 5%이며 기준일은 2025-06-30입니다.,5.0
2025-06-30,2025,Q2,2025 Q2,연결조정,영업이익,영업이익,3807,백만원,2025Q2|연결조정|영업이익|영업이익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 연결조정 영업이익 | 사업부 | 부문정보 | 연결조정 | 영업이익 | 조정 | operating profit | operating income | 영업이익률 | operating margin | op margin | 백만원,2025년 2분기 사업부 부문정보 기준 연결조정의 영업이익은 3807백만원이며 기준일은 2025-06-30입니다.,3807.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,QoQ(%),7,%,2025Q2|전사(공통)|매출액|QoQ(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 매출액 | 사업부 | 부문정보 | 전사(공통) | 매출액 | QoQ(%) | 전사 | 공통 | 전분기대비 | qoq | quarter on quarter | %,2025년 2분기 사업부 부문정보 기준 전사(공통)의 QoQ(%)은 7%이며 기준일은 2025-06-30입니다.,7.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,YoY(%),-4,%,2025Q2|전사(공통)|매출액|YoY(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 매출액 | 사업부 | 부문정보 | 전사(공통) | 매출액 | YoY(%) | 전사 | 공통 | 전년동기대비 | yoy | year on year | %,2025년 2분기 사업부 부문정보 기준 전사(공통)의 YoY(%)은 -4%이며 기준일은 2025-06-30입니다.,-4.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,매출액,1705264,백만원,2025Q2|전사(공통)|매출액|매출액|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 매출액 | 사업부 | 부문정보 | 전사(공통) | 매출액 | 전사 | 공통 | 매출 | sales | revenue | 백만원,2025년 2분기 사업부 부문정보 기준 전사(공통)의 매출액은 1705264백만원이며 기준일은 2025-06-30입니다.,1705264.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,QoQ(%),36,%,2025Q2|전사(공통)|영업이익|QoQ(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 영업이익 | 사업부 | 부문정보 | 전사(공통) | 영업이익 | QoQ(%) | 전사 | 공통 | 전분기대비 | qoq | quarter on quarter | %,2025년 2분기 사업부 부문정보 기준 전사(공통)의 QoQ(%)은 36%이며 기준일은 2025-06-30입니다.,36.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,YoY(%),0,%,2025Q2|전사(공통)|영업이익|YoY(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 영업이익 | 사업부 | 부문정보 | 전사(공통) | 영업이익 | YoY(%) | 전사 | 공통 | 전년동기대비 | yoy | year on year | %,2025년 2분기 사업부 부문정보 기준 전사(공통)의 YoY(%)은 0%이며 기준일은 2025-06-30입니다.,0.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,영업이익,140381,백만원,2025Q2|전사(공통)|영업이익|영업이익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 영업이익 | 사업부 | 부문정보 | 전사(공통) | 영업이익 | 전사 | 공통 | operating profit | operating income | 영업이익률 | operating margin | op margin | 백만원,2025년 2분기 사업부 부문정보 기준 전사(공통)의 영업이익은 140381백만원이며 기준일은 2025-06-30입니다.,140381.0
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,영업이익률(%),8,%,2025Q2|전사(공통)|영업이익|영업이익률(%)|%,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 전사(공통) 영업이익 | 사업부 | 부문정보 | 전사(공통) | 영업이익 | 영업이익률(%) | 전사 | 공통 | operating profit | operating income | 영업이익률 | operating margin | op margin | %,2025년 2분기 사업부 부문정보 기준 전사(공통)의 영업이익률(%)은 8%이며 기준일은 2025-06-30입니다.,8.0
2025-03-31,2025,Q1,2025 Q1,건자재,매출액,매출액,232274,백만원,2025Q1|건자재|매출액|매출액|백만원,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 건자재 매출액 | 사업부 | 부문정보 | 건자재 | 매출액 | 건재 | 건자재사업부 | 매출 | sales | revenue | 백만원,2025년 1분기 사업부 부문정보 기준 건자재의 매출액은 232274백만원이며 기준일은 2025-03-31입니다.,232274.0
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,QoQ(%),-32,%,2025Q1|건자재|영업이익|QoQ(%)|%,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 건자재 영업이익 | 사업부 | 부문정보 | 건자재 | 영업이익 | QoQ(%) | 건재 | 건자재사업부 | 전분기대비 | qoq | quarter on quarter | %,2025년 1분기 사업부 부문정보 기준 건자재의 QoQ(%)은 -32%이며 기준일은 2025-03-31입니다.,-32.0
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,YoY(%),-47,%,2025Q1|건자재|영업이익|YoY(%)|%,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 건자재 영업이익 | 사업부 | 부문정보 | 건자재 | 영업이익 | YoY(%) | 건재 | 건자재사업부 | 전년동기대비 | yoy | year on year | %,2025년 1분기 사업부 부문정보 기준 건자재의 YoY(%)은 -47%이며 기준일은 2025-03-31입니다.,-47.0
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,영업이익,23742,백만원,2025Q1|건자재|영업이익|영업이익|백만원,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 건자재 영업이익 | 사업부 | 부문정보 | 건자재 | 영업이익 | 건재 | 건자재사업부 | operating profit | operating income | 영업이익률 | operating margin | op margin | 백만원,2025년 1분기 사업부 부문정보 기준 건자재의 영업이익은 23742백만원이며 기준일은 2025-03-31입니다.,23742.0
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,영업이익률(%),10,%,2025Q1|건자재|영업이익|영업이익률(%)|%,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 건자재 영업이익 | 사업부 | 부문정보 | 건자재 | 영업이익 | 영업이익률(%) | 건재 | 건자재사업부 | operating profit | operating income | 영업이익률 | operating margin | op margin | %,2025년 1분기 사업부 부문정보 기준 건자재의 영업이익률(%)은 10%이며 기준일은 2025-03-31입니다.,10.0
2025-03-31,2025,Q1,2025 Q1,기타,매출액,매출액,135378,백만원,2025Q1|기타|매출액|매출액|백만원,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 기타 매출액 | 사업부 | 부문정보 | 기타 | 매출액 | other | 매출 | sales | revenue | 백만원,2025년 1분기 사업부 부문정보 기준 기타의 매출액은 135378백만원이며 기준일은 2025-03-31입니다.,135378.0
2025-03-31,2025,Q1,2025 Q1,기타,영업이익,영업이익,-4403,백만원,2025Q1|기타|영업이익|영업이익|백만원,2025 Q1 | 2025년 Q1 | 2025년 1분기 | 2025-03-31 기준 기타 영업이익 | 사업부 | 부문정보 | 기타 | 영업이익 | other | operating profit | operating income | 영업이익률 | operating margin | op margin | 백만원,2025년 1분기 사업부 부문정보 기준 기타의 영업이익은 -4403백만원이며 기준일은 2025-03-31입니다.,-4403.0
